Team,Date,Score,Score adjusted,Score with region multiplier
PSG Talon,6/16/2024 13:01,23.86067563,53.90348606,46518.70847
G2 Esports,6/16/2024 15:57,6.057451398,36.10026183,55666.60374
MAD Lions KOI,6/16/2024 16:48,-19.18696066,10.85584977,16739.72035
paiN Gaming,6/16/2024 17:00,20.90826163,50.95107206,32302.97969
Fnatic,6/16/2024 17:34,18.72223711,48.76504754,75195.70331
100 Thieves,6/16/2024 20:11,16.13464361,46.17745404,68619.6967
100 Thieves,6/16/2024 20:57,21.38072041,51.42353084,76415.36683
Weibo Gaming,6/17/2024 9:18,-13.93116964,16.11164079,29419.85608
Weibo Gaming,6/17/2024 10:05,-23.12448907,6.91832136,12632.8548
Bilibili Gaming,6/18/2024 11:17,12.44876677,42.4915772,77589.61997
Bilibili Gaming,6/18/2024 12:16,25.01223262,55.05504305,100530.5086
Movistar R7,6/18/2024 23:06,12.6984221,42.74123253,24918.13856
Movistar R7,6/18/2024 23:56,6.740367083,36.78317751,21444.59249
Dplus KIA,6/19/2024 10:42,-9.206388822,20.83642161,39026.61767
T1,6/19/2024 10:42,17.66884151,47.71165194,89363.92408
Dplus KIA,6/19/2024 11:51,-11.66943009,18.37338034,34413.34138
T1,6/19/2024 11:51,12.35641612,42.39922655,79413.75133
Movistar R7,6/20/2024 1:06,-13.13976379,16.90304664,9854.476191
Movistar R7,6/20/2024 1:47,21.63606831,51.67887874,30128.78631
Gen.G,6/20/2024 8:06,16.26750386,46.31031429,86739.21867
Gen.G,6/20/2024 9:01,17.15648653,47.19929696,88404.28321
Hanwha Life Esports,6/21/2024 8:05,21.54413518,51.58694561,96622.34913
Hanwha Life Esports,6/21/2024 8:52,17.89577941,47.93858984,89788.97877
T1,6/21/2024 10:36,-7.695284676,22.34752575,41856.91574
Weibo Gaming,6/21/2024 11:17,-6.593705058,23.44910537,42818.06641
T1,6/21/2024 11:36,24.00684856,54.04965899,101235.0113
Weibo Gaming,6/21/2024 12:06,-20.69921224,9.34359819,17061.41029
T1,6/21/2024 12:37,31.03993526,61.08274569,114407.9827
Vikings Esports,6/21/2024 13:13,16.54007717,46.5828876,39083.0427
Vikings Esports,6/21/2024 14:07,19.25452156,49.29733199,41360.46154
Dplus KIA,6/22/2024 9:23,15.91087195,45.95368238,86071.2471
Fukuoka SoftBank HAWKS gaming,6/22/2024 10:14,16.40337262,46.44618305,40083.05597
Dplus KIA,6/22/2024 10:30,41.74900553,71.79181596,134466.0713
Fukuoka SoftBank HAWKS gaming,6/22/2024 11:02,13.06078945,43.10359988,37198.4067
Bilibili Gaming,6/22/2024 11:15,6.75620325,36.79901368,67194.99898
GAM Esports,6/22/2024 12:00,16.55273419,46.59554462,39093.66194
Bilibili Gaming,6/22/2024 12:11,9.751331629,39.79414206,72664.1034
GAM Esports,6/22/2024 12:50,2.812635612,32.85544604,27565.71923
GAM Esports,6/22/2024 13:58,23.75413368,53.79694411,45135.63611
G2 Esports,6/22/2024 17:37,17.87290437,47.9157148,73886.03222
MAD Lions KOI,6/22/2024 18:27,-18.71653395,11.32627648,17465.11833
Fnatic,6/22/2024 18:27,23.26411611,53.30692654,82199.28072
paiN Gaming,6/22/2024 19:44,27.65337619,57.69618662,36579.38232
100 Thieves,6/22/2024 21:56,-10.24471077,19.79809966,29419.97609
100 Thieves,6/22/2024 22:47,-11.52211142,18.52069901,27521.75873
Gen.G,6/23/2024 6:05,22.11629038,52.15910081,97693.99582
Gen.G,6/23/2024 6:51,25.60858033,55.65139076,104235.0549
Hanwha Life Esports,6/23/2024 8:36,26.18053589,56.22334632,105306.3277
Hanwha Life Esports,6/23/2024 9:23,20.94899943,50.99180986,95507.65987
Fukuoka SoftBank HAWKS gaming,6/23/2024 10:07,27.41348603,57.45629646,49584.78384
Vikings Esports,6/23/2024 10:08,23.78754775,53.83035818,45163.67051
Vikings Esports,6/23/2024 10:52,18.0378124,48.08062283,40339.64255
Fukuoka SoftBank HAWKS gaming,6/23/2024 10:57,25.18047602,55.22328645,47657.69621
Top Esports,6/23/2024 11:17,5.632912413,35.67572284,65143.86991
LNG Esports,6/23/2024 11:17,5.80587272,35.84868315,65459.69543
GAM Esports,6/23/2024 11:56,20.22891926,50.27172969,42177.98121
PSG Talon,6/23/2024 12:24,29.61715279,59.65996322,51486.54826
LNG Esports,6/23/2024 12:25,-8.950762644,21.09204779,38514.07926
Top Esports,6/23/2024 12:25,14.65972502,44.70253545,81626.82973
GAM Esports,6/23/2024 12:43,27.51280229,57.55561272,48289.15907
Top Esports,6/23/2024 13:16,23.73039366,53.77320409,98189.87067
LNG Esports,6/23/2024 13:16,-15.67302496,14.36978547,26239.22827
PSG Talon,6/23/2024 13:21,19.0167641,49.05957453,42338.41282
Fnatic,6/23/2024 16:55,-12.38854195,17.65426848,27222.882
G2 Esports,6/23/2024 16:55,20.54441815,50.58722858,78005.50647
paiN Gaming,6/23/2024 17:05,30.44838851,60.49119894,38351.42013
MAD Lions KOI,6/23/2024 17:48,-4.595307755,25.44750268,39240.04912
FlyQuest,6/23/2024 20:11,17.07458477,47.1173952,70016.44927
FlyQuest,6/23/2024 20:55,-7.920546651,22.12226378,32873.68398
FlyQuest,6/23/2024 21:52,15.5007409,45.54355133,67677.71728
Team Liquid,6/23/2024 22:49,11.81221417,41.8550246,62196.56656
Team Liquid,6/23/2024 23:33,15.2056038,45.24841423,67239.14355
Weibo Gaming,6/25/2024 11:34,-6.455044586,23.58776584,43071.26043
Weibo Gaming,6/25/2024 12:26,-11.92302665,18.11978378,33086.72518
Movistar R7,6/25/2024 21:06,20.39888758,50.44169801,29407.50994
Movistar R7,6/25/2024 21:49,-15.59722631,14.44558412,8421.775542
T1,6/26/2024 8:05,3.979401828,34.02221226,63723.60356
T1,6/26/2024 9:00,9.980152423,40.02296285,74963.00942
Top Esports,6/26/2024 9:16,13.97332766,44.01613809,80373.46815
Top Esports,6/26/2024 10:10,12.11149589,42.15430632,76973.76334
Gen.G,6/26/2024 10:36,15.99371766,46.03652809,86226.41711
Hanwha Life Esports,6/26/2024 10:36,-8.794503593,21.24830684,39798.07871
LNG Esports,6/26/2024 11:17,29.02186651,59.06467694,107852.1001
Hanwha Life Esports,6/26/2024 11:31,-5.955904283,24.08690615,45114.77521
Gen.G,6/26/2024 11:31,16.8217194,46.86452983,87777.26437
LNG Esports,6/26/2024 12:10,-4.016188602,26.02662183,47524.61146
LNG Esports,6/26/2024 13:01,16.20828463,46.25109506,84454.49958
Dplus KIA,6/27/2024 8:08,18.90831199,48.95112242,91685.45229
Dplus KIA,6/27/2024 8:58,13.88404874,43.92685917,82275.00723
Bilibili Gaming,6/27/2024 11:14,-9.372424374,20.67038606,37744.12494
Bilibili Gaming,6/27/2024 12:10,20.49852618,50.54133661,92288.48065
Bilibili Gaming,6/27/2024 12:58,7.753128002,37.79593843,69015.38358
100 Thieves,6/27/2024 21:57,-13.91626856,16.12654187,23964.04122
Team Liquid,6/27/2024 21:57,20.28784221,50.33065264,74791.34982
100 Thieves,6/27/2024 22:55,-18.4393534,11.60345703,17242.73715
Team Liquid,6/27/2024 22:55,19.19673264,49.23954307,73169.961
Gen.G,6/28/2024 10:53,19.50155059,49.54436102,92796.58819
Gen.G,6/28/2024 11:36,6.123594488,36.16640492,67739.67641
GAM Esports,6/28/2024 12:22,0.125613992,30.16842442,25311.30809
Vikings Esports,6/28/2024 12:22,2.725325365,32.7681358,27492.46593
Vikings Esports,6/28/2024 13:11,1.005161691,31.04797212,26049.24861
GAM Esports,6/28/2024 13:11,7.902163471,37.9449739,31835.8331
GAM Esports,6/28/2024 14:11,8.036348946,38.07915938,31948.41472
Vikings Esports,6/28/2024 14:11,8.274768401,38.31757883,32148.44864
paiN Gaming,6/28/2024 19:55,23.88475783,53.92756826,34190.07828
FlyQuest,6/28/2024 21:34,22.98044363,53.02325406,78792.55553
FlyQuest,6/28/2024 22:16,14.28030124,44.32311167,65864.14394
T1,6/29/2024 6:07,7.404064778,37.44687521,70137.99726
T1,6/29/2024 7:41,-11.91717138,18.12563905,33949.32194
T1,6/29/2024 8:34,-5.17909329,24.86371714,46569.7422
Hanwha Life Esports,6/29/2024 10:02,24.97462003,55.01743046,103047.6473
Hanwha Life Esports,6/29/2024 10:53,20.8229951,50.86580553,95271.65376
Weibo Gaming,6/29/2024 11:15,20.12374945,50.16655988,91604.13834
Weibo Gaming,6/29/2024 12:02,21.59436313,51.63717356,94289.47892
Fukuoka SoftBank HAWKS gaming,6/29/2024 12:33,35.5233514,65.56616183,56583.59766
Fukuoka SoftBank HAWKS gaming,6/29/2024 13:20,-10.64017051,19.40263992,16744.47825
Fnatic,6/29/2024 15:06,-12.23931167,17.80349876,27452.99509
G2 Esports,6/29/2024 16:54,20.7302383,50.77304873,78292.04114
MAD Lions KOI,6/29/2024 18:28,-13.98984927,16.05296116,24753.66611
paiN Gaming,6/29/2024 18:53,19.23648184,49.27929227,31243.0713
Dplus KIA,6/30/2024 8:52,7.112829168,37.1556396,69592.51297
Dplus KIA,6/30/2024 10:04,22.16094717,52.2037576,97777.63798
Vikings Esports,6/30/2024 10:07,13.53305208,43.57586251,36560.14865
Fukuoka SoftBank HAWKS gaming,6/30/2024 10:08,21.49075997,51.5335704,44473.47126
Fukuoka SoftBank HAWKS gaming,6/30/2024 10:48,21.79042856,51.83323899,44732.08525
Dplus KIA,6/30/2024 10:53,29.10818083,59.15099126,110789.8066
Vikings Esports,6/30/2024 11:00,-14.40047101,15.64233942,13123.92277
PSG Talon,6/30/2024 11:04,-13.63719021,16.40562022,14158.05025
Vikings Esports,6/30/2024 11:57,25.87089463,55.91370506,46911.59855
PSG Talon,6/30/2024 12:07,26.24896923,56.29177966,48579.80585
GAM Esports,6/30/2024 12:58,15.00456136,45.04737179,37794.74493
PSG Talon,6/30/2024 13:11,10.31695584,40.35976627,34830.47829
GAM Esports,6/30/2024 13:58,-14.17452145,15.86828898,13313.49445
GAM Esports,6/30/2024 14:45,5.36361628,35.40642671,29705.99201
MAD Lions KOI,6/30/2024 15:58,19.70661831,49.74942874,76713.61912
Fnatic,6/30/2024 17:00,-5.542149697,24.50066073,37780.01885
paiN Gaming,6/30/2024 17:08,15.83925195,45.88206238,29089.22755
G2 Esports,6/30/2024 17:51,7.97299558,38.01580601,58620.37287
MAD Lions KOI,6/30/2024 19:40,21.62280432,51.66561475,79668.37794
MAD Lions KOI,6/30/2024 20:32,31.49350519,61.53631562,94888.99869
Bilibili Gaming,7/4/2024 15:07,-7.941384013,22.10142642,40357.20464
T1,7/4/2024 15:07,16.16479143,46.20760186,86546.83828
T1,7/4/2024 16:14,-13.14282821,16.89998222,31653.6667
Bilibili Gaming,7/4/2024 16:14,20.88680646,50.92961689,92997.48044
Bilibili Gaming,7/4/2024 17:32,-15.83537595,14.20743448,25942.77536
T1,7/4/2024 17:32,25.84129969,55.88411012,104670.9383
Team Liquid,7/4/2024 18:58,13.04429494,43.08710537,64027.43858
Fnatic,7/4/2024 18:58,-12.17909952,17.86371091,27545.84222
Fnatic,7/4/2024 19:46,-1.697886776,28.34492365,43707.87227
Team Liquid,7/4/2024 19:46,15.25133252,45.29414295,67307.09642
Gen.G,7/5/2024 15:06,-10.22202684,19.82078359,37124.32766
Top Esports,7/5/2024 15:06,11.34109183,41.38390226,75567.00553
Gen.G,7/5/2024 16:02,-30.04281043,0,0
Top Esports,7/5/2024 16:02,38.07244064,68.11525107,124378.4485
G2 Esports,7/5/2024 17:23,-3.735646622,26.30716381,40565.64659
FlyQuest,7/5/2024 17:23,13.62147287,43.6642833,64885.12498
G2 Esports,7/5/2024 18:24,16.92003173,46.96284216,72416.70261
FlyQuest,7/5/2024 18:24,-10.74110103,19.3017094,28682.34017
FlyQuest,7/5/2024 19:26,-9.314664244,20.72814619,30802.02523
G2 Esports,7/5/2024 19:26,10.55669881,40.59950924,62604.44325
Weibo Gaming,7/6/2024 11:20,19.90507488,49.94788531,91204.83858
Weibo Gaming,7/6/2024 12:23,20.27047458,50.31328501,91872.05843
Team Liquid,7/6/2024 15:15,29.5894051,59.63221553,88613.47228
T1,7/6/2024 15:15,-22.88160192,7.16120851,13412.94354
T1,7/6/2024 16:18,6.130182851,36.17299328,67752.01642
Team Liquid,7/6/2024 16:18,-1.089543879,28.95326655,43024.55409
Team Liquid,7/6/2024 17:13,-8.753722717,21.28908771,31635.58434
T1,7/6/2024 17:13,9.987227026,40.03003746,74976.26016
Top Esports,7/6/2024 18:28,10.10756859,40.15037902,73314.59209
G2 Esports,7/6/2024 18:28,-6.312642569,23.73016786,36591.91884
G2 Esports,7/6/2024 19:21,-13.93011259,16.11269784,24845.78007
Top Esports,7/6/2024 19:21,25.91676056,55.95957099,102182.1766
LNG Esports,7/7/2024 11:20,20.12271275,50.16552318,91602.24533
LNG Esports,7/7/2024 12:07,19.33479528,49.37760571,90163.50803
T1,7/7/2024 16:55,22.54798108,52.59079151,98502.5525
Top Esports,7/7/2024 16:55,-15.35007319,14.69273724,26828.9382
Top Esports,7/7/2024 19:38,-17.37797635,12.66483408,23125.98703
T1,7/7/2024 19:38,31.1461728,61.18898323,114606.9656
Movistar R7,7/10/2024 1:03,20.87292924,50.91573967,29683.87623
Movistar R7,7/10/2024 1:51,-17.2090061,12.83380433,7482.107924
T1,7/10/2024 8:06,7.681147373,37.7239578,70656.97297
T1,7/10/2024 8:53,-10.03347427,20.00933616,37477.48663
T1,7/10/2024 9:45,16.2753984,46.31820883,86754.00514
LNG Esports,7/10/2024 11:17,16.67684562,46.71965605,85310.09195
Weibo Gaming,7/10/2024 11:17,-15.28535673,14.7574537,26947.11046
Weibo Gaming,7/10/2024 12:15,19.02795957,49.07077,89603.22602
LNG Esports,7/10/2024 12:15,-11.67100679,18.37180364,33546.91345
LNG Esports,7/10/2024 13:14,9.227820455,39.27063089,71708.172
Weibo Gaming,7/10/2024 13:14,-8.292010424,21.75080001,39716.96081
Movistar R7,7/10/2024 21:07,15.49186487,45.5346753,26546.7157
Movistar R7,7/10/2024 21:48,25.73470786,55.77751829,32518.29316
Dplus KIA,7/11/2024 8:07,18.42337929,48.46618972,90777.17335
Dplus KIA,7/11/2024 9:01,29.61689978,59.65971021,111742.6372
Gen.G,7/11/2024 10:38,16.18357176,46.22638219,86582.01384
Gen.G,7/11/2024 11:23,15.91341354,45.95622397,86076.0075
Vikings Esports,7/12/2024 10:08,26.68149216,56.72430259,47591.68987
PSG Talon,7/12/2024 10:25,12.36769051,42.41050094,36600.26231
Hanwha Life Esports,7/12/2024 10:40,1.5416246,31.58443503,59157.64681
T1,7/12/2024 10:40,-0.446542459,29.59626797,55433.80991
Vikings Esports,7/12/2024 10:53,26.30977678,56.35258721,47279.82067
PSG Talon,7/12/2024 11:20,23.56242737,53.6052378,46261.32022
T1,7/12/2024 11:45,10.23608829,40.27889872,75442.3773
Hanwha Life Esports,7/12/2024 11:45,-11.18667178,18.85613865,35317.54769
GAM Esports,7/12/2024 11:54,25.67587094,55.71868137,46747.97367
Top Esports,7/12/2024 12:29,8.148105101,38.19091553,69736.61176
Bilibili Gaming,7/12/2024 12:29,4.466996759,34.50980719,63014.90793
GAM Esports,7/12/2024 12:37,32.80134472,62.84415515,52726.24617
Hanwha Life Esports,7/12/2024 12:40,6.65477892,36.69758935,68734.58485
T1,7/12/2024 12:40,3.089671183,33.13248161,62057.13806
Bilibili Gaming,7/12/2024 13:32,19.29994222,49.34275265,90099.86634
Top Esports,7/12/2024 13:32,-13.68604389,16.35676654,29867.4557
Top Esports,7/12/2024 14:20,-21.51883441,8.52397602,15564.78021
Bilibili Gaming,7/12/2024 14:20,30.18309769,60.22590812,109972.5082
paiN Gaming,7/12/2024 16:12,8.44824396,38.49105439,24403.32848
MAD Lions KOI,7/12/2024 17:01,17.08310415,47.12591458,72668.16028
MAD Lions KOI,7/12/2024 17:56,10.37250814,40.41531857,62320.42123
MAD Lions KOI,7/12/2024 18:53,14.81313662,44.85594705,69167.87035
Dplus KIA,7/13/2024 6:08,-14.21068005,15.83213038,29653.5802
Gen.G,7/13/2024 6:08,26.87053316,56.91334359,106598.6925
Dplus KIA,7/13/2024 7:00,-4.843905911,25.19890452,47197.54816
Gen.G,7/13/2024 7:00,0.753132492,30.79594292,57680.80109
Fukuoka SoftBank HAWKS gaming,7/13/2024 8:20,21.5684935,51.61130393,44540.55529
Fukuoka SoftBank HAWKS gaming,7/13/2024 9:04,26.22740004,56.27021047,48561.19164
Weibo Gaming,7/13/2024 11:18,23.22388761,53.26669804,97264.99062
Vikings Esports,7/13/2024 11:50,20.40444758,50.44725801,42325.24947
Weibo Gaming,7/13/2024 12:05,12.38568324,42.42849367,77474.42944
Vikings Esports,7/13/2024 12:41,11.6936746,41.73648503,35016.91094
Fnatic,7/13/2024 15:09,-6.140148815,23.90266162,36857.90421
Fnatic,7/13/2024 16:06,12.36570964,42.40852007,65393.93795
Fnatic,7/13/2024 16:52,25.76669913,55.80950956,86058.26374
G2 Esports,7/13/2024 17:47,11.63626682,41.67907725,64269.13712
paiN Gaming,7/13/2024 18:10,24.19989598,54.24270641,34389.87586
G2 Esports,7/13/2024 18:55,18.16412728,48.20693771,74335.09795
Hanwha Life Esports,7/14/2024 8:42,16.87697084,46.91978127,87880.75032
Hanwha Life Esports,7/14/2024 9:30,21.84747368,51.89028411,97190.50214
Fukuoka SoftBank HAWKS gaming,7/14/2024 10:17,6.565265708,36.60807614,31592.76971
Fukuoka SoftBank HAWKS gaming,7/14/2024 11:13,30.00611279,60.04892322,51822.22074
LNG Esports,7/14/2024 11:15,24.73090097,54.7737114,100016.797
Top Esports,7/14/2024 11:15,-13.7212353,16.32157513,29803.19619
PSG Talon,7/14/2024 12:12,30.57880652,60.62161695,52316.45543
Top Esports,7/14/2024 12:13,-11.88156325,18.16124718,33162.43735
LNG Esports,7/14/2024 12:13,18.05504821,48.09785864,87826.68988
PSG Talon,7/14/2024 13:02,15.47755222,45.52036265,39284.07297
GAM Esports,7/14/2024 13:12,-16.25473066,13.78807977,11568.19893
GAM Esports,7/14/2024 14:05,-2.239138989,27.80367144,23327.28034
Fnatic,7/14/2024 15:06,16.41285747,46.4556679,71634.6399
Fnatic,7/14/2024 15:59,38.20047837,68.2432888,105231.1513
G2 Esports,7/14/2024 16:50,14.82320067,44.8660111,69183.38912
paiN Gaming,7/14/2024 17:00,4.574572338,34.61738277,21947.42067
G2 Esports,7/14/2024 17:40,9.419360687,39.46217112,60850.66786
Bilibili Gaming,7/15/2024 12:33,24.51804296,54.56085339,99628.11829
Bilibili Gaming,7/15/2024 13:21,19.2405667,49.28337713,89991.44664
Movistar R7,7/16/2024 21:06,18.41988994,48.46270037,28253.75432
Movistar R7,7/16/2024 21:57,26.91158159,56.95439202,33204.41055
Dplus KIA,7/17/2024 8:07,11.37187398,41.41468441,77569.7039
Dplus KIA,7/17/2024 8:58,27.2423825,57.28519293,107295.1664
Hanwha Life Esports,7/17/2024 10:35,13.47523097,43.5180414,81509.29154
Top Esports,7/17/2024 11:17,18.92544505,48.96825548,89416.03451
Weibo Gaming,7/17/2024 11:17,-10.19910476,19.84370567,36234.60655
Hanwha Life Esports,7/17/2024 11:22,10.58011361,40.62292404,76086.73673
Weibo Gaming,7/17/2024 12:14,-11.30148752,18.74132291,34221.65563
Top Esports,7/17/2024 12:14,18.76144172,48.80425215,89116.56443
Movistar R7,7/17/2024 22:51,-12.33302586,17.70978457,10324.8044
Movistar R7,7/17/2024 23:39,25.99593244,56.03874287,32670.58709
T1,7/18/2024 8:06,-15.17141803,14.8713924,27854.11797
T1,7/18/2024 8:56,23.09094253,53.13375296,99519.51929
T1,7/18/2024 9:43,-12.83089817,17.21191226,32237.91166
Weibo Gaming,7/18/2024 10:51,22.24329924,52.28610967,95474.43626
Bilibili Gaming,7/18/2024 11:15,-8.872843451,21.16996698,38656.3597
LNG Esports,7/18/2024 11:15,22.30985544,52.35266587,95595.96788
Gen.G,7/18/2024 11:23,13.13215887,43.1749693,80866.7175
Weibo Gaming,7/18/2024 11:40,14.8294771,44.87228753,81936.79703
LNG Esports,7/18/2024 12:09,-14.26314727,15.77966316,28813.66493
Bilibili Gaming,7/18/2024 12:09,16.60504899,46.64785942,85178.9913
Gen.G,7/18/2024 12:13,25.47353705,55.51634748,103982.1188
LNG Esports,7/18/2024 12:59,13.48554504,43.52835547,79482.77709
Bilibili Gaming,7/18/2024 12:59,-8.602637094,21.44017334,39149.75651
Vikings Esports,7/19/2024 10:08,-0.832746172,29.21006426,24507.24391
PSG Talon,7/19/2024 11:06,-2.269989329,27.7728211,23967.94461
Vikings Esports,7/19/2024 11:13,9.817917196,39.86072763,33443.15048
PSG Talon,7/19/2024 11:57,22.85361871,52.89642914,45649.61835
GAM Esports,7/19/2024 12:16,13.77158363,43.81439406,36760.27662
GAM Esports,7/19/2024 13:13,18.92773861,48.97054904,41086.29064
T1,7/20/2024 6:08,-4.547429092,25.49538134,47752.84925
Hanwha Life Esports,7/20/2024 6:08,16.94916498,46.99197541,88015.96994
T1,7/20/2024 6:58,-17.3783966,12.66441383,23720.4471
Hanwha Life Esports,7/20/2024 6:58,16.17269409,46.21550452,86561.63997
Gen.G,7/20/2024 8:38,-22.2226086,7.82020183,14647.23803
Dplus KIA,7/20/2024 8:38,30.38076776,60.42357819,113173.3619
Top Esports,7/20/2024 9:15,17.28941929,47.33222972,86428.65147
Dplus KIA,7/20/2024 9:30,-12.81034467,17.23246576,32276.40837
Gen.G,7/20/2024 9:30,12.54015166,42.58296209,79757.88799
Top Esports,7/20/2024 10:11,11.36731359,41.41012402,75614.88646
Gen.G,7/20/2024 10:26,15.25736447,45.3001749,84847.22759
Dplus KIA,7/20/2024 10:26,-8.323406047,21.71940438,40680.44441
Bilibili Gaming,7/20/2024 11:18,1.143480098,31.18629053,56946.1665
Bilibili Gaming,7/20/2024 12:17,2.649044217,32.69185465,59695.32659
Bilibili Gaming,7/20/2024 13:02,14.27710813,44.31991856,80928.17129
paiN Gaming,7/20/2024 16:13,-13.11490857,16.92790186,10732.28978
Team Liquid,7/20/2024 20:10,12.43267677,42.4754872,63118.57398
Team Liquid,7/20/2024 20:55,-13.22320956,16.81960087,24993.92689
Team Liquid,7/20/2024 21:46,12.51464001,42.55745044,63240.37135
FlyQuest,7/20/2024 22:35,1.641099052,31.68390948,47082.28949
FlyQuest,7/20/2024 23:21,35.0146914,65.05750183,96675.44772
Fukuoka SoftBank HAWKS gaming,7/21/2024 10:08,8.259456874,38.3022673,33054.85668
Fukuoka SoftBank HAWKS gaming,7/21/2024 11:14,22.80335439,52.84616482,45606.24024
LNG Esports,7/21/2024 11:15,-11.16623131,18.87657912,34468.63347
PSG Talon,7/21/2024 11:27,12.6406978,42.68350823,36835.8676
Fukuoka SoftBank HAWKS gaming,7/21/2024 12:04,32.65778745,62.70059788,54110.61597
PSG Talon,7/21/2024 12:17,20.91629427,50.9591047,43977.70736
LNG Esports,7/21/2024 12:21,3.504472702,33.54728313,61257.339
MAD Lions KOI,7/21/2024 17:44,-16.44246165,13.60034878,20971.73782
MAD Lions KOI,7/21/2024 18:35,-15.73055465,14.31225578,22069.49841
paiN Gaming,7/21/2024 19:44,-18.52967596,11.51313447,7299.327254
100 Thieves,7/21/2024 20:07,-17.01978757,13.02302286,19352.21197
100 Thieves,7/21/2024 20:54,-17.56834025,12.47447018,18537.06269
G2 Esports,7/22/2024 15:08,22.4023731,52.44518353,80870.473
Fnatic,7/22/2024 15:08,-12.85101574,17.19179469,26509.74741
Fnatic,7/22/2024 15:54,13.1107542,43.15356463,66542.79666
G2 Esports,7/22/2024 15:54,-7.847863805,22.19494663,34224.6077
G2 Esports,7/22/2024 16:48,-11.01632611,19.02648432,29338.83882
Fnatic,7/22/2024 16:48,27.42687404,57.46968447,88618.25345
G2 Esports,7/22/2024 17:56,10.73921915,40.78202958,62885.88961
Fnatic,7/22/2024 17:56,-2.552862176,27.48994825,42389.50021
Fnatic,7/22/2024 18:47,16.19745771,46.24026814,71302.49347
G2 Esports,7/22/2024 18:47,-9.826958897,20.21585153,31172.84306
Weibo Gaming,7/23/2024 9:17,17.98339143,48.02620186,87695.8446
Bilibili Gaming,7/23/2024 9:17,-14.28525218,15.75755825,28773.30136
Bilibili Gaming,7/23/2024 10:08,28.40651656,58.44932699,106728.4711
Weibo Gaming,7/23/2024 10:08,-17.54928025,12.49353018,22813.18611
Weibo Gaming,7/23/2024 10:53,-14.46539615,15.57741428,28444.35848
Bilibili Gaming,7/23/2024 10:53,12.74771614,42.79052657,78135.50152
Top Esports,7/23/2024 11:16,6.116733896,36.15954433,66027.32794
Top Esports,7/23/2024 12:12,20.65795037,50.7007608,92579.58922
Movistar R7,7/24/2024 0:52,23.67521255,53.71802298,31317.6074
Movistar R7,7/24/2024 1:40,-20.89140235,9.15140808,5335.270911
Gen.G,7/24/2024 10:43,9.098575092,39.14138552,73311.81508
LNG Esports,7/24/2024 11:18,14.77733292,44.82014335,81841.58176
Gen.G,7/24/2024 11:36,27.94597487,57.9887853,108612.9949
LNG Esports,7/24/2024 12:12,-11.09483584,18.94797459,34599.0016
LNG Esports,7/24/2024 13:07,15.46575979,45.50857022,83098.64922
Hanwha Life Esports,7/25/2024 8:07,21.6303964,51.67320683,96783.91639
Hanwha Life Esports,7/25/2024 9:03,10.35989738,40.40270781,75674.27173
Dplus KIA,7/25/2024 10:36,11.62263722,41.66544765,78039.38345
Dplus KIA,7/25/2024 11:30,18.38546196,48.42827239,90706.15419
Weibo Gaming,7/25/2024 12:15,24.35514051,54.39795094,99330.65842
Weibo Gaming,7/25/2024 13:03,20.34380257,50.386613,92005.95534
Top Esports,7/26/2024 9:31,10.02104726,40.06385769,73156.60414
Top Esports,7/26/2024 10:17,12.86742575,42.91023618,78354.09126
T1,7/26/2024 10:35,21.93717473,51.97998516,97358.5122
Bilibili Gaming,7/26/2024 11:23,-12.50918141,17.53362902,32016.40659
PSG Talon,7/26/2024 11:26,16.58077486,46.62358529,40236.15411
T1,7/26/2024 11:30,-8.135316501,21.90749393,41032.73613
Bilibili Gaming,7/26/2024 12:11,16.35290146,46.39571189,84718.56991
PSG Talon,7/26/2024 12:15,-4.376440678,25.66636975,22150.0771
T1,7/26/2024 12:27,16.45083447,46.4936449,87082.5969
Bilibili Gaming,7/26/2024 13:06,15.29383235,45.33664278,82784.70972
PSG Talon,7/26/2024 13:07,-5.217533436,24.82527699,21424.21405
Hanwha Life Esports,7/27/2024 6:08,12.70861194,42.75142237,80073.4141
Dplus KIA,7/27/2024 6:08,-11.12658111,18.91622932,35430.09752
Dplus KIA,7/27/2024 6:56,17.9689126,48.01172303,89925.95724
Hanwha Life Esports,7/27/2024 6:56,-19.0340896,11.00872083,20619.33411
LNG Esports,7/27/2024 7:16,-6.217750496,23.82505993,43504.55944
Hanwha Life Esports,7/27/2024 7:47,5.49477387,35.5375843,66561.89539
Dplus KIA,7/27/2024 7:47,7.645792279,37.68860271,70590.75287
LNG Esports,7/27/2024 8:09,31.344801,61.38761143,112093.7785
Vikings Esports,7/27/2024 8:13,28.79759329,58.84040372,49367.09872
LNG Esports,7/27/2024 8:59,17.13780405,47.18061448,86151.80204
Vikings Esports,7/27/2024 9:06,20.29386902,50.33667945,42232.47406
Gen.G,7/27/2024 9:41,23.68768281,53.73049324,100637.2138
GAM Esports,7/27/2024 10:14,7.171055682,37.21386611,31222.43367
Gen.G,7/27/2024 10:27,19.5992616,49.64207203,92979.60091
GAM Esports,7/27/2024 11:05,-8.845058327,21.1977521,17784.91401
Top Esports,7/27/2024 11:32,12.6432855,42.68609593,77944.81117
GAM Esports,7/27/2024 12:11,25.8177877,55.86059813,46867.04183
Top Esports,7/27/2024 12:25,21.30046092,51.34327135,93752.81349
G2 Esports,7/27/2024 15:08,-8.220656949,21.82215348,33649.76067
